ThangCB,NamCB,Địa bàn,Ca bệnh,Ca tháng trước,Ca trung bình,DI_Index,BI_Index,MD_DS,NDTB,DATB,LMTB,Tình trạng
9,2011,1,179,182,104.3,0.2,53,2550,28.2,93,336.2,Nguy cơ dịch
9,2011,2,100,103,73.3,0.13,37,5704,28.2,93,336.2,An toàn
9,2011,3,38,41,25.6,0.2,40,6499,28.2,93,336.2,An toàn
9,2011,4,63,66,38.1,0.13,45,1052,28.2,93,336.2,An toàn
9,2011,5,97,100,76.6,0.2,23,1446,28.2,93,336.2,Nguy cơ dịch
9,2011,6,29,32,19.7,0.03,17,177,28.2,93,336.2,An toàn
9,2011,7,17,20,12.0,0.1,20,274,28.2,93,336.2,An toàn
9,2011,8,29,32,31.6,0.13,25,160,28.2,93,336.2,An toàn
9,2011,9,107,110,52.0,0.03,40,170,28.2,93,336.2,An toàn
10,2011,1,127,130,104.3,0.23,30,2550,27.4,93,411,Nguy cơ dịch
10,2011,2,82,85,73.3,0.2,51,5704,27.4,93,411,Nguy cơ dịch
10,2011,3,28,31,25.6,0.27,33,6499,27.4,93,411,An toàn
10,2011,4,43,46,38.1,0.3,62,1052,27.4,93,411,An toàn
10,2011,5,67,70,76.6,0.33,27,1446,27.4,93,411,An toàn
10,2011,6,20,23,19.7,0.02,13,177,27.4,93,411,An toàn
10,2011,7,15,18,12.0,0.01,11,274,27.4,93,411,An toàn
10,2011,8,21,24,31.6,0,25,160,27.4,93,411,An toàn
10,2011,9,48,51,52.0,0.01,27,170,27.4,93,411,An toàn
11,2011,1,129,132,104.3,0.3,37,2550,27.3,91,202.4,Nguy cơ dịch
11,2011,2,84,87,73.3,0,40,5704,27.3,91,202.4,An toàn
11,2011,3,29,32,25.6,0.46,153,6499,27.3,91,202.4,An toàn
11,2011,4,37,40,38.1,0.33,73,1052,27.3,91,202.4,An toàn
11,2011,5,69,72,76.6,0.23,30,1446,27.3,91,202.4,An toàn
11,2011,6,24,27,19.7,0.02,20,177,27.3,91,202.4,An toàn
11,2011,7,15,18,12.0,0.01,17,274,27.3,91,202.4,An toàn
11,2011,8,14,17,31.6,0.02,25,160,27.3,91,202.4,An toàn
11,2011,9,45,48,52.0,0,15,170,27.3,91,202.4,An toàn
12,2011,1,99,102,104.3,0.3,62,2550,26.8,83,175.6,Nguy cơ dịch
12,2011,2,87,90,73.3,0.1,13,5704,26.8,83,175.6,An toàn
12,2011,3,19,22,25.6,0.1,47,6499,26.8,83,175.6,An toàn
12,2011,4,44,47,38.1,0.2,34,1052,26.8,83,175.6,An toàn
12,2011,5,58,61,76.6,0.2,35,1446,26.8,83,175.6,An toàn
12,2011,6,17,20,19.7,0.03,20,177,26.8,83,175.6,An toàn
12,2011,7,16,19,12.0,0.01,27,274,26.8,83,175.6,An toàn
12,2011,8,6,9,31.6,0.02,20,160,26.8,83,175.6,An toàn
12,2011,9,35,38,52.0,0.01,23,170,26.8,83,175.6,An toàn
1,2012,1,68,71,132.6,0.13,20,2117,25.9,78,55.1,An toàn
1,2012,2,40,43,71.7,0.3,27,5075,25.9,78,55.1,An toàn
1,2012,3,26,29,43.8,0.12,25,6143,25.9,78,55.1,An toàn
1,2012,4,35,38,61.6,0,7,578,25.9,78,55.1,An toàn
1,2012,5,42,45,68.2,0.2,30,425,25.9,78,55.1,An toàn
1,2012,6,7,10,40.1,0.17,10,162,25.9,78,55.1,An toàn
1,2012,7,18,21,35.2,0.11,22,135,25.9,78,55.1,An toàn
1,2012,8,10,13,22.3,0.23,25,132,25.9,78,55.1,An toàn
1,2012,9,38,41,101.8,0.3,32,197,25.9,78,55.1,An toàn
2,2012,1,76,79,132.6,0.1,30,2117,26.4,79,70.5,An toàn
2,2012,2,49,52,71.7,0.13,23,5075,26.4,79,70.5,An toàn
2,2012,3,23,26,43.8,0.15,23,6143,26.4,79,70.5,An toàn
2,2012,4,18,21,61.6,0.05,20,578,26.4,79,70.5,An toàn
2,2012,5,58,61,68.2,0.23,35,425,26.4,79,70.5,An toàn
2,2012,6,6,9,40.1,0.18,33,162,26.4,79,70.5,An toàn
2,2012,7,10,13,35.2,0.16,15,135,26.4,79,70.5,An toàn
2,2012,8,7,10,22.3,0.2,10,132,26.4,79,70.5,An toàn
2,2012,9,28,31,101.8,0.12,17,197,26.4,79,70.5,An toàn
3,2012,1,99,102,132.6,0.14,17,2117,27.7,75,101.9,An toàn
3,2012,2,48,51,71.7,0.2,13,5075,27.7,75,101.9,An toàn
3,2012,3,26,29,43.8,0.23,32,6143,27.7,75,101.9,An toàn
3,2012,4,36,39,61.6,0.12,18,578,27.7,75,101.9,An toàn
3,2012,5,26,29,68.2,0.3,40,425,27.7,75,101.9,An toàn
3,2012,6,8,11,40.1,0.22,16,162,27.7,75,101.9,An toàn
3,2012,7,13,16,35.2,0.07,20,135,27.7,75,101.9,An toàn
3,2012,8,4,7,22.3,0.13,9,132,27.7,75,101.9,An toàn
3,2012,9,39,42,101.8,0.11,15,197,27.7,75,101.9,An toàn
4,2012,1,69,72,132.6,0.09,27,2117,28,81,219.5,An toàn
4,2012,2,42,45,71.7,0.23,40,5075,28,81,219.5,An toàn
4,2012,3,24,27,43.8,0.2,23,6143,28,81,219.5,An toàn
4,2012,4,29,32,61.6,0.13,23,578,28,81,219.5,An toàn
4,2012,5,33,36,68.2,0.33,25,425,28,81,219.5,An toàn
4,2012,6,14,17,40.1,0.26,12,162,28,81,219.5,An toàn
4,2012,7,23,26,35.2,0.14,18,135,28,81,219.5,An toàn
4,2012,8,5,8,22.3,0.2,10,132,28,81,219.5,An toàn
4,2012,9,50,53,101.8,0.17,30,197,28,81,219.5,An toàn
5,2012,1,130,133,132.6,0.13,35,2117,28,83,202.2,An toàn
5,2012,2,48,51,71.7,0.2,36.6,5075,28,83,202.2,An toàn
5,2012,3,25,28,43.8,0.23,27,6143,28,83,202.2,An toàn
5,2012,4,43,46,61.6,0.1,30,578,28,83,202.2,An toàn
5,2012,5,107,110,68.2,0.3,46,425,28,83,202.2,Nguy cơ dịch
5,2012,6,26,29,40.1,0.2,20,162,28,83,202.2,An toàn
5,2012,7,68,71,35.2,0.16,36,135,28,83,202.2,An toàn
5,2012,8,28,31,22.3,0.09,15,132,28,83,202.2,An toàn
5,2012,9,124,127,101.8,0.2,33,197,28,83,202.2,Nguy cơ dịch
6,2012,1,178,181,132.6,0.3,42,2117,27.6,85,191.5,Nguy cơ dịch
6,2012,2,63,66,71.7,0.23,37,5075,27.6,85,191.5,An toàn
6,2012,3,55,58,43.8,0.33,30,6143,27.6,85,191.5,An toàn
6,2012,4,60,63,61.6,0.18,33,578,27.6,85,191.5,An toàn
6,2012,5,68,71,68.2,0.2,34,425,27.6,85,191.5,An toàn
6,2012,6,66,69,40.1,0.12,27,162,27.6,85,191.5,An toàn
6,2012,7,76,79,35.2,0.11,30,135,27.6,85,191.5,An toàn
6,2012,8,36,39,22.3,0.05,23,132,27.6,85,191.5,An toàn
6,2012,9,210,213,101.8,0.08,32,197,27.6,85,191.5,An toàn
7,2012,1,218,221,132.6,0.3,56,2117,27.1,85,317,Nguy cơ dịch
7,2012,2,82,85,71.7,0.13,27,5075,27.1,85,317,An toàn
7,2012,3,54,57,43.8,0.1,25,6143,27.1,85,317,An toàn
7,2012,4,109,112,61.6,0.23,30,578,27.1,85,317,Nguy cơ dịch
7,2012,5,117,120,68.2,0.2,35,425,27.1,85,317,Nguy cơ dịch
7,2012,6,66,69,40.1,0.15,30,162,27.1,85,317,An toàn
7,2012,7,58,61,35.2,0.12,23,135,27.1,85,317,An toàn
7,2012,8,53,56,22.3,0.2,32,132,27.1,85,317,An toàn
7,2012,9,268,271,101.8,0.4,42,197,27.1,85,317,Nguy cơ dịch
8,2012,1,226,229,132.6,0.3,35,2117,27.8,84,116.7,Nguy cơ dịch
8,2012,2,119,122,71.7,0.1,13,5075,27.8,84,116.7,An toàn
8,2012,3,55,58,43.8,0.09,30,6143,27.8,84,116.7,An toàn
8,2012,4,120,123,61.6,0.13,23,578,27.8,84,116.7,An toàn
8,2012,5,114,117,68.2,0.23,32,425,27.8,84,116.7,Nguy cơ dịch
8,2012,6,108,111,40.1,0.1,35,162,27.8,84,116.7,An toàn
8,2012,7,59,62,35.2,0.07,13,135,27.8,84,116.7,An toàn
8,2012,8,60,63,22.3,0.1,20,132,27.8,84,116.7,An toàn
8,2012,9,212,215,101.8,0.33,42,197,27.8,84,116.7,Nguy cơ dịch
9,2012,1,145,148,132.6,0.23,30,2117,26.4,89,449.8,Nguy cơ dịch
9,2012,2,74,77,71.7,0.3,67,5075,26.4,89,449.8,An toàn
9,2012,3,35,38,43.8,0.12,24,6143,26.4,89,449.8,An toàn
9,2012,4,61,64,61.6,0.1,23,578,26.4,89,449.8,An toàn
9,2012,5,60,63,68.2,0.17,30,425,26.4,89,449.8,An toàn
9,2012,6,81,84,40.1,0.09,33,162,26.4,89,449.8,An toàn
9,2012,7,34,37,35.2,0.07,32,135,26.4,89,449.8,An toàn
9,2012,8,26,29,22.3,0.11,20,132,26.4,89,449.8,An toàn
9,2012,9,100,103,101.8,0.2,35,197,26.4,89,449.8,Nguy cơ dịch
10,2012,1,125,128,132.6,0.23,37,2117,27.1,84,115.5,Nguy cơ dịch
10,2012,2,105,108,71.7,0.17,40,5075,27.1,84,115.5,An toàn
10,2012,3,64,67,43.8,0.23,30,6143,27.1,84,115.5,An toàn
10,2012,4,77,80,61.6,0.12,23,578,27.1,84,115.5,An toàn
10,2012,5,72,75,68.2,0.3,39,425,27.1,84,115.5,An toàn
10,2012,6,39,42,40.1,0.1,22,162,27.1,84,115.5,An toàn
10,2012,7,27,30,35.2,0.05,10,135,27.1,84,115.5,An toàn
10,2012,8,14,17,22.3,0.03,9,132,27.1,84,115.5,An toàn
10,2012,9,78,81,101.8,0.13,24,197,27.1,84,115.5,An toàn
11,2012,1,143,146,132.6,0.22,33,2117,27.1,84,114.7,Nguy cơ dịch
11,2012,2,100,103,71.7,0.13,37,5075,27.1,84,114.7,An toàn
11,2012,3,83,86,43.8,0.1,25,6143,27.1,84,114.7,An toàn
11,2012,4,78,81,61.6,0.13,20,578,27.1,84,114.7,An toàn
11,2012,5,71,74,68.2,0.19,34,425,27.1,84,114.7,An toàn
11,2012,6,38,41,40.1,0.2,30,162,27.1,84,114.7,An toàn
11,2012,7,21,24,35.2,0.1,15,135,27.1,84,114.7,An toàn
11,2012,8,17,20,22.3,0.03,13,132,27.1,84,114.7,An toàn
11,2012,9,47,50,101.8,0.2,19,197,27.1,84,114.7,An toàn
12,2012,1,114,117,132.6,0.33,47,2117,26.9,78,7.3,Nguy cơ dịch
12,2012,2,90,93,71.7,0.1,13,5075,26.9,78,7.3,An toàn
12,2012,3,56,59,43.8,0.22,26,6143,26.9,78,7.3,An toàn
12,2012,4,73,76,61.6,0.2,37,578,26.9,78,7.3,An toàn
12,2012,5,50,53,68.2,0.13,35,425,26.9,78,7.3,An toàn
12,2012,6,22,25,40.1,0.1,27,162,26.9,78,7.3,An toàn
12,2012,7,15,18,35.2,0.13,10,135,26.9,78,7.3,An toàn
12,2012,8,8,11,22.3,0.02,7,132,26.9,78,7.3,An toàn
12,2012,9,28,31,101.8,0.17,23,197,26.9,78,7.3,An toàn
1,2013,1,74,77,98.7,0.09,15,2234,26.5,78,16.8,An toàn
1,2013,2,48,51,79.7,0.03,10,5175,26.5,78,16.8,An toàn
1,2013,3,31,34,23.5,0.07,13,6343,26.5,78,16.8,An toàn
1,2013,4,35,38,24.9,0.1,20,610,26.5,78,16.8,An toàn
1,2013,5,40,43,37.1,0.07,26.6,789,26.5,78,16.8,An toàn
1,2013,6,5,8,9.7,0.03,5,171,26.5,78,16.8,An toàn
1,2013,7,3,6,7.6,0.05,9,178,26.5,78,16.8,An toàn
1,2013,8,4,7,6.8,0.02,10,152,26.5,78,16.8,An toàn
1,2013,9,12,15,8.6,0.12,23,155,26.5,78,16.8,An toàn
2,2013,1,35,38,98.7,0.17,30,2234,28.4,70,15.2,An toàn
2,2013,2,31,34,79.7,0.1,20,5175,28.4,70,15.2,An toàn
2,2013,3,14,17,23.5,0.09,13,6343,28.4,70,15.2,An toàn
2,2013,4,19,22,24.9,0.12,10,610,28.4,70,15.2,An toàn
2,2013,5,26,29,37.1,0.17,30,789,28.4,70,15.2,An toàn
2,2013,6,8,11,9.7,0.03,8,171,28.4,70,15.2,An toàn
2,2013,7,2,5,7.6,0.02,3,178,28.4,70,15.2,An toàn
2,2013,8,8,11,6.8,0.03,5,152,28.4,70,15.2,An toàn
2,2013,9,4,7,8.6,0.02,10,155,28.4,70,15.2,An toàn
3,2013,1,29,32,98.7,0.13,20,2234,27.8,74,14.6,An toàn
3,2013,2,28,31,79.7,0.1,23,5175,27.8,74,14.6,An toàn
3,2013,3,11,14,23.5,0.07,10,6343,27.8,74,14.6,An toàn
3,2013,4,19,22,24.9,0.1,17,610,27.8,74,14.6,An toàn
3,2013,5,12,15,37.1,0.2,33,789,27.8,74,14.6,An toàn
3,2013,6,5,8,9.7,0.03,8,171,27.8,74,14.6,An toàn
3,2013,7,1,4,7.6,0,3,178,27.8,74,14.6,An toàn
3,2013,8,3,6,6.8,0,5,152,27.8,74,14.6,An toàn
3,2013,9,3,6,8.6,0.03,3,155,27.8,74,14.6,An toàn
4,2013,1,18,21,98.7,0.12,13,2234,30.3,78,124,An toàn
4,2013,2,16,19,79.7,0.1,17,5175,30.3,78,124,An toàn
4,2013,3,6,9,23.5,0.03,7,6343,30.3,78,124,An toàn
4,2013,4,10,13,24.9,0.1,15,610,30.3,78,124,An toàn
4,2013,5,14,17,37.1,0.23,57,789,30.3,78,124,An toàn
4,2013,6,2,5,9.7,0.03,5,171,30.3,78,124,An toàn
4,2013,7,1,4,7.6,0,3,178,30.3,78,124,An toàn
4,2013,8,1,4,6.8,0,2,152,30.3,78,124,An toàn
4,2013,9,7,10,8.6,0.023,5,155,30.3,78,124,An toàn
5,2013,1,52,55,98.7,0.13,30,2234,29.5,85,242.4,An toàn
5,2013,2,15,18,79.7,0.07,17,5175,29.5,85,242.4,An toàn
5,2013,3,14,17,23.5,0.1,20,6343,29.5,85,242.4,An toàn
5,2013,4,9,12,24.9,0.05,7,610,29.5,85,242.4,An toàn
5,2013,5,16,19,37.1,0.1,13,789,29.5,85,242.4,An toàn
5,2013,6,5,8,9.7,0.05,11,171,29.5,85,242.4,An toàn
5,2013,7,3,6,7.6,0.02,10,178,29.5,85,242.4,An toàn
5,2013,8,1,4,6.8,0,3,152,29.5,85,242.4,An toàn
5,2013,9,3,6,8.6,0,5,155,29.5,85,242.4,An toàn
6,2013,1,85,88,98.7,0.23,37,2234,28.3,89,409.8,Nguy cơ dịch
6,2013,2,31,34,79.7,0.13,27,5175,28.3,89,409.8,An toàn
6,2013,3,19,22,23.5,0.05,13,6343,28.3,89,409.8,An toàn
6,2013,4,16,19,24.9,0.08,10,610,28.3,89,409.8,An toàn
6,2013,5,24,27,37.1,0.17,53,789,28.3,89,409.8,An toàn
6,2013,6,4,7,9.7,0.03,7,171,28.3,89,409.8,An toàn
6,2013,7,9,12,7.6,0.03,10,178,28.3,89,409.8,An toàn
6,2013,8,7,10,6.8,0.03,13,152,28.3,89,409.8,An toàn
6,2013,9,4,7,8.6,0.03,5,155,28.3,89,409.8,An toàn
7,2013,1,121,124,98.7,0.33,52,2234,27.1,91,215,Nguy cơ dịch
7,2013,2,65,68,79.7,0.1,23,5175,27.1,91,215,An toàn
7,2013,3,24,27,23.5,0.13,17,6343,27.1,91,215,An toàn
7,2013,4,29,32,24.9,0.17,30,610,27.1,91,215,An toàn
7,2013,5,42,45,37.1,0.23,37,789,27.1,91,215,An toàn
7,2013,6,9,12,9.7,0.07,5,171,27.1,91,215,An toàn
7,2013,7,12,15,7.6,0.03,10,178,27.1,91,215,An toàn
7,2013,8,8,11,6.8,0.03,9,152,27.1,91,215,An toàn
7,2013,9,12,15,8.6,0.05,17,155,27.1,91,215,An toàn
8,2013,1,153,156,98.7,0.27,33,2234,27.2,91,255.2,Nguy cơ dịch
8,2013,2,81,84,79.7,0.1,23,5175,27.2,91,255.2,An toàn
8,2013,3,30,33,23.5,0.13,20,6343,27.2,91,255.2,An toàn
8,2013,4,20,23,24.9,0.1,25,610,27.2,91,255.2,An toàn
8,2013,5,38,41,37.1,0.2,17,789,27.2,91,255.2,An toàn
8,2013,6,13,16,9.7,0.07,10,171,27.2,91,255.2,An toàn
8,2013,7,20,23,7.6,0.05,13,178,27.2,91,255.2,An toàn
8,2013,8,7,10,6.8,0.03,7,152,27.2,91,255.2,An toàn
8,2013,9,15,18,8.6,0.07,23,155,27.2,91,255.2,An toàn
9,2013,1,134,137,98.7,0.3,36,2234,26.7,92,277,Nguy cơ dịch
9,2013,2,109,112,79.7,0.1,27,5175,26.7,92,277,An toàn
9,2013,3,29,32,23.5,0.05,20,6343,26.7,92,277,An toàn
9,2013,4,33,36,24.9,0.13,32,610,26.7,92,277,An toàn
9,2013,5,48,51,37.1,0.17,27,789,26.7,92,277,An toàn
9,2013,6,14,17,9.7,0.03,10,171,26.7,92,277,An toàn
9,2013,7,12,15,7.6,0.05,13,178,26.7,92,277,An toàn
9,2013,8,9,12,6.8,0.02,9,152,26.7,92,277,An toàn
9,2013,9,19,22,8.6,0.1,20,155,26.7,92,277,An toàn
10,2013,1,156,159,98.7,0.3,63,2234,26.8,92,391.6,Nguy cơ dịch
10,2013,2,138,141,79.7,0.1,10,5175,26.8,92,391.6,An toàn
10,2013,3,23,26,23.5,0.13,20,6343,26.8,92,391.6,An toàn
10,2013,4,41,44,24.9,0.2,30,610,26.8,92,391.6,An toàn
10,2013,5,71,74,37.1,0.07,20,789,26.8,92,391.6,An toàn
10,2013,6,22,25,9.7,0.05,30,171,26.8,92,391.6,An toàn
10,2013,7,8,11,7.6,0.03,10,178,26.8,92,391.6,An toàn
10,2013,8,8,11,6.8,0.05,13,152,26.8,92,391.6,An toàn
10,2013,9,7,10,8.6,0.03,17,155,26.8,92,391.6,An toàn
11,2013,1,198,201,98.7,0.12,33,2234,27,87,116.2,An toàn
11,2013,2,201,204,79.7,0,7,5175,27,87,116.2,An toàn
11,2013,3,38,41,23.5,0.12,17,6343,27,87,116.2,An toàn
11,2013,4,38,41,24.9,0.13,20,610,27,87,116.2,An toàn
11,2013,5,74,77,37.1,0,20,789,27,87,116.2,An toàn
11,2013,6,14,17,9.7,0.03,18,171,27,87,116.2,An toàn
11,2013,7,11,14,7.6,0.03,20,178,27,87,116.2,An toàn
11,2013,8,17,20,6.8,0.05,10,152,27,87,116.2,An toàn
11,2013,9,8,11,8.6,0.02,10,155,27,87,116.2,An toàn
12,2013,1,129,132,98.7,0.17,33,2234,25.3,84,59.2,An toàn
12,2013,2,193,196,79.7,0.1,20,5175,25.3,84,59.2,An toàn
12,2013,3,43,46,23.5,0.3,32,6343,25.3,84,59.2,An toàn
12,2013,4,30,33,24.9,0.05,17,610,25.3,84,59.2,An toàn
12,2013,5,40,43,37.1,0.03,13,789,25.3,84,59.2,An toàn
12,2013,6,15,18,9.7,0.02,15,171,25.3,84,59.2,An toàn
12,2013,7,9,12,7.6,0.03,7,178,25.3,84,59.2,An toàn
12,2013,8,8,11,6.8,0.02,10,152,25.3,84,59.2,An toàn
12,2013,9,9,12,8.6,0,13,155,25.3,84,59.2,An toàn
1,2014,1,95,98,90.3,0.17,34,2328,24.7,76,9.6,An toàn
1,2014,2,99,102,69.6,0.03,10,5417,24.7,76,9.6,An toàn
1,2014,3,22,25,32.4,0.09,20,6465,24.7,76,9.6,An toàn
1,2014,4,33,36,28.3,0.11,26,887,24.7,76,9.6,An toàn
1,2014,5,41,44,37.3,0.07,27,1009,24.7,76,9.6,An toàn
1,2014,6,6,9,22.9,0,7,171,24.7,76,9.6,An toàn
1,2014,7,7,10,3.3,0.03,13,242,24.7,76,9.6,An toàn
1,2014,8,9,12,4.1,0.02,10,152,24.7,76,9.6,An toàn
1,2014,9,2,5,5.1,0,11,163,24.7,76,9.6,An toàn
2,2014,1,58,61,90.3,0.07,28,2328,25.9,78,3.4,An toàn
2,2014,2,49,52,69.6,0.1,20,5417,25.9,78,3.4,An toàn
2,2014,3,19,22,32.4,0.09,45,6465,25.9,78,3.4,An toàn
2,2014,4,24,27,28.3,0.1,33,887,25.9,78,3.4,An toàn
2,2014,5,19,22,37.3,0.17,30,1009,25.9,78,3.4,An toàn
2,2014,6,8,11,22.9,0.03,10,171,25.9,78,3.4,An toàn
2,2014,7,3,6,3.3,0.02,3,242,25.9,78,3.4,An toàn
2,2014,8,1,4,4.1,0,1,152,25.9,78,3.4,An toàn
2,2014,9,0,3,5.1,0,0,163,25.9,78,3.4,An toàn
3,2014,1,50,53,90.3,0.1,30,2328,28.5,73,14.2,An toàn
3,2014,2,27,30,69.6,0.1,23,5417,28.5,73,14.2,An toàn
3,2014,3,4,7,32.4,0.03,10,6465,28.5,73,14.2,An toàn
3,2014,4,25,28,28.3,0.23,15,887,28.5,73,14.2,An toàn
3,2014,5,24,27,37.3,0.2,33,1009,28.5,73,14.2,An toàn
3,2014,6,4,7,22.9,0.03,5,171,28.5,73,14.2,An toàn
3,2014,7,1,4,3.3,0,10,242,28.5,73,14.2,An toàn
3,2014,8,3,6,4.1,0.05,7,152,28.5,73,14.2,An toàn
3,2014,9,1,4,5.1,0.01,10,163,28.5,73,14.2,An toàn
4,2014,1,38,41,90.3,0.03,30,2328,29,82,162,An toàn
4,2014,2,25,28,69.6,0.1,17,5417,29,82,162,An toàn
4,2014,3,6,9,32.4,0.02,10,6465,29,82,162,An toàn
4,2014,4,7,10,28.3,0.013,25,887,29,82,162,An toàn
4,2014,5,23,26,37.3,0.23,57,1009,29,82,162,An toàn
4,2014,6,1,4,22.9,0.03,17,171,29,82,162,An toàn
4,2014,7,1,4,3.3,0.02,10,242,29,82,162,An toàn
4,2014,8,1,4,4.1,0.02,13,152,29,82,162,An toàn
4,2014,9,0,3,5.1,0,0,163,29,82,162,An toàn
5,2014,1,45,48,90.3,0.13,25,2328,29.2,86,312.6,An toàn
5,2014,2,37,40,69.6,0.07,17,5417,29.2,86,312.6,An toàn
5,2014,3,5,8,32.4,0.01,17,6465,29.2,86,312.6,An toàn
5,2014,4,19,22,28.3,0.03,15,887,29.2,86,312.6,An toàn
5,2014,5,25,28,37.3,0.1,33,1009,29.2,86,312.6,An toàn
5,2014,6,7,10,22.9,0.02,13,171,29.2,86,312.6,An toàn
5,2014,7,0,3,3.3,0,3,242,29.2,86,312.6,An toàn
5,2014,8,1,4,4.1,0.01,3,152,29.2,86,312.6,An toàn
5,2014,9,2,5,5.1,0.01,5,163,29.2,86,312.6,An toàn
6,2014,1,50,53,90.3,0.2,27,2328,27.5,92,340.2,An toàn
6,2014,2,16,19,69.6,0.13,27,5417,27.5,92,340.2,An toàn
6,2014,3,7,10,32.4,0.1,23,6465,27.5,92,340.2,An toàn
6,2014,4,12,15,28.3,0.02,10,887,27.5,92,340.2,An toàn
6,2014,5,18,21,37.3,0.13,53,1009,27.5,92,340.2,An toàn
6,2014,6,29,32,22.9,0.2,30,171,27.5,92,340.2,An toàn
6,2014,7,2,5,3.3,0.01,10,242,27.5,92,340.2,An toàn
6,2014,8,2,5,4.1,0.03,5,152,27.5,92,340.2,An toàn
6,2014,9,3,6,5.1,0.03,7,163,27.5,92,340.2,An toàn
7,2014,1,87,90,90.3,0.13,28,2328,26.8,93,667.8,An toàn
7,2014,2,35,38,69.6,0.1,23,5417,26.8,93,667.8,An toàn
7,2014,3,32,35,32.4,0.03,43,6465,26.8,93,667.8,An toàn
7,2014,4,22,25,28.3,0.17,45,887,26.8,93,667.8,An toàn
7,2014,5,29,32,37.3,0.23,37,1009,26.8,93,667.8,An toàn
7,2014,6,28,31,22.9,0.13,30,171,26.8,93,667.8,An toàn
7,2014,7,2,5,3.3,0.01,10,242,26.8,93,667.8,An toàn
7,2014,8,3,6,4.1,0.02,7,152,26.8,93,667.8,An toàn
7,2014,9,5,8,5.1,0.01,3,163,26.8,93,667.8,An toàn
8,2014,1,136,139,90.3,0.23,56,2328,27.6,90,250.8,Nguy cơ dịch
8,2014,2,95,98,69.6,0.13,30,5417,27.6,90,250.8,An toàn
8,2014,3,44,47,32.4,0.2,33,6465,27.6,90,250.8,An toàn
8,2014,4,31,34,28.3,0.17,20,887,27.6,90,250.8,An toàn
8,2014,5,47,50,37.3,0.2,17,1009,27.6,90,250.8,An toàn
8,2014,6,87,90,22.9,0.1,37,171,27.6,90,250.8,An toàn
8,2014,7,5,8,3.3,0.03,10,242,27.6,90,250.8,An toàn
8,2014,8,5,8,4.1,0.01,7,152,27.6,90,250.8,An toàn
8,2014,9,13,16,5.1,0.03,15,163,27.6,90,250.8,An toàn
9,2014,1,151,154,90.3,0.2,45,2328,27.2,92,293,Nguy cơ dịch
9,2014,2,96,99,69.6,0.1,27,5417,27.2,92,293,An toàn
9,2014,3,39,42,32.4,0.03,20,6465,27.2,92,293,An toàn
9,2014,4,34,37,28.3,0.12,25,887,27.2,92,293,An toàn
9,2014,5,50,53,37.3,0.17,27,1009,27.2,92,293,An toàn
9,2014,6,45,48,22.9,0.19,27,171,27.2,92,293,An toàn
9,2014,7,4,7,3.3,0.03,7,242,27.2,92,293,An toàn
9,2014,8,3,6,4.1,0.02,10,152,27.2,92,293,An toàn
9,2014,9,8,11,5.1,0.01,15,163,27.2,92,293,An toàn
10,2014,1,141,144,90.3,0.3,27,2328,27.2,90,128,Nguy cơ dịch
10,2014,2,105,108,69.6,0.1,10,5417,27.2,90,128,An toàn
10,2014,3,52,55,32.4,0.13,23,6465,27.2,90,128,An toàn
10,2014,4,33,36,28.3,0.17,27,887,27.2,90,128,An toàn
10,2014,5,43,46,37.3,0.07,20,1009,27.2,90,128,An toàn
10,2014,6,31,34,22.9,0.09,30,171,27.2,90,128,An toàn
10,2014,7,6,9,3.3,0.02,10,242,27.2,90,128,An toàn
10,2014,8,10,13,4.1,0.03,15,152,27.2,90,128,An toàn
10,2014,9,3,6,5.1,0.03,5,163,27.2,90,128,An toàn
11,2014,1,123,126,90.3,0.33,30,2328,27.5,85,92.6,Nguy cơ dịch
11,2014,2,121,124,69.6,0,6.67,5417,27.5,85,92.6,An toàn
11,2014,3,68,71,32.4,0.05,40,6465,27.5,85,92.6,An toàn
11,2014,4,58,61,28.3,0.13,23,887,27.5,85,92.6,An toàn
11,2014,5,70,73,37.3,0,26.6,1009,27.5,85,92.6,An toàn
11,2014,6,18,21,22.9,0.03,53,171,27.5,85,92.6,An toàn
11,2014,7,5,8,3.3,0,6.5,242,27.5,85,92.6,An toàn
11,2014,8,7,10,4.1,0.02,7.6,152,27.5,85,92.6,An toàn
11,2014,9,13,16,5.1,0.03,9,163,27.5,85,92.6,An toàn
12,2014,1,109,112,90.3,0.23,32,2328,26.7,82,21.6,Nguy cơ dịch
12,2014,2,130,133,69.6,0.1,20,5417,26.7,82,21.6,An toàn
12,2014,3,91,94,32.4,0.3,33,6465,26.7,82,21.6,Nguy cơ dịch
12,2014,4,42,45,28.3,0.03,17,887,26.7,82,21.6,An toàn
12,2014,5,58,61,37.3,0.03,13.3,1009,26.7,82,21.6,An toàn
12,2014,6,11,14,22.9,0.07,17,171,26.7,82,21.6,An toàn
12,2014,7,4,7,3.3,0.02,5,242,26.7,82,21.6,An toàn
12,2014,8,4,7,4.1,0.03,7,152,26.7,82,21.6,An toàn
12,2014,9,11,14,5.1,0.03,10,163,26.7,82,21.6,An toàn
1,2015,1,94,97,148.9,0.15,33,2390,25.3,80,0.6,An toàn
1,2015,2,110,113,133.5,0.1,20,5689,25.3,80,0.6,An toàn
1,2015,3,75,78,145.3,0.2,25,6568,25.3,80,0.6,An toàn
